id,Age_z_normalized,Academic Pressure_z_normalized,CGPA_z_normalized,Study Satisfaction_z_normalized,Study Hours_z_normalized,Financial Stress_z_normalized
2,1.4631750815496833,1.3454319126521082,0.8933381327090617,-0.6935269322784877,-1.1210951444682853,-1.4887616619012929
8,-0.3714437932682045,-0.8261797298277009,-1.1940911804281429,1.5105377371772077,-1.1210951444682853,-0.7930352917762926
26,1.0554819982568193,-0.10230918233443129,-0.4257540065372501,1.5105377371772077,0.49720318290544124,-1.4887616619012929
30,0.4439423733175234,-0.10230918233443129,-1.4048739449468837,-0.6935269322784877,-0.8513787565726643,1.2941438185987084
32,-0.16759725162177252,0.6215613651588384,0.3221848353034424,0.04116129087341077,-1.6605279202595276,-1.4887616619012929
33,0.6477889149639554,-0.8261797298277009,-1.3300800607628143,0.04116129087341077,-0.8513787565726643,-1.4887616619012929
52,0.8516354566103873,-0.10230918233443129,1.280906441662874,0.7758495140253093,-1.6605279202595276,-0.7930352917762926
56,0.8516354566103873,-0.8261797298277009,0.2609898391528392,0.7758495140253093,-1.9302443081551486,-1.4887616619012929
59,0.4439423733175234,-0.10230918233443129,1.450892542081213,-1.4282151554303861,1.3063523465923046,-0.09730892165129229
62,1.0554819982568193,-0.8261797298277009,0.4921709357217815,0.04116129087341077,-1.3908115323639065,1.2941438185987084
83,-0.3714437932682045,-0.10230918233443129,-1.0581023000934722,0.04116129087341077,1.0366359586966833,-1.4887616619012929
91,1.4631750815496833,-0.10230918233443129,-0.4257540065372501,0.7758495140253093,0.7669195708010623,-0.7930352917762926
94,0.24009583167109141,1.3454319126521082,-0.4189545625205167,-1.4282151554303861,0.7669195708010623,-1.4887616619012929
100,-1.3906765015003644,-0.8261797298277009,0.5873631519560506,0.7758495140253093,-0.3119459807814221,-0.7930352917762926
103,-1.3906765015003644,1.3454319126521082,-1.370876724863216,1.5105377371772077,-0.8513787565726643,1.2941438185987084
106,0.6477889149639554,-0.10230918233443129,0.6281598160564523,0.04116129087341077,0.7669195708010623,-0.7930352917762926
120,-0.16759725162177252,1.3454319126521082,-0.7793250954073958,-0.6935269322784877,-1.3908115323639065,1.2941438185987084
132,-1.1868299598539325,1.3454319126521082,-0.27616623816911184,0.04116129087341077,0.7669195708010623,-0.09730892165129229
139,-1.3906765015003644,-0.8261797298277009,0.11820151480143495,-0.6935269322784877,-0.3119459807814221,-0.09730892165129229
145,-0.16759725162177252,-0.10230918233443129,1.5460847583154833,0.04116129087341077,0.22748679500982014,-0.09730892165129229
161,0.6477889149639554,-0.10230918233443129,0.7369509203241894,0.7758495140253093,-1.6605279202595276,-1.4887616619012929
162,0.6477889149639554,-0.10230918233443129,-0.629737327039257,0.04116129087341077,-1.9302443081551486,-1.4887616619012929
166,-0.16759725162177252,-0.10230918233443129,-1.4184728329803507,0.04116129087341077,0.7669195708010623,1.2941438185987084
172,-0.5752903349146364,-1.5500502773209708,0.6349592600731857,0.7758495140253093,1.0366359586966833,-0.09730892165129229
173,-1.5945230431467963,0.6215613651588384,-0.3781578984201156,0.04116129087341077,1.0366359586966833,1.2941438185987084
176,-1.1868299598539325,1.3454319126521082,0.6281598160564523,1.5105377371772077,-1.3908115323639065,-0.7930352917762926
186,1.0554819982568193,-0.8261797298277009,-1.071701188126939,1.5105377371772077,-1.1210951444682853,-0.09730892165129229
193,-0.16759725162177252,-0.10230918233443129,-0.27616623816911184,0.04116129087341077,0.7669195708010623,1.2941438185987084
208,1.4631750815496833,1.3454319126521082,-1.30288228469588,-0.6935269322784877,0.22748679500982014,-0.09730892165129229
214,0.4439423733175234,-0.10230918233443129,1.4984886501983483,0.04116129087341077,1.0366359586966833,-0.7930352917762926
222,-1.5945230431467963,0.6215613651588384,-0.6501356590894578,1.5105377371772077,-0.5816623686770431,0.598417448473708
